产品代码,产品类型,计算模式,周期,最大回撤,贝塔,回撤修复,年化波动率,下行风险,防守能力,同类平均最大回撤,同类平均贝塔,同类平均回撤修复,同类平均年化波动率,同类平均下行风险,同类平均防守能力,沪深300最大回撤,沪深300贝塔,沪深300回撤修复,沪深300年化波动率,沪深300下行风险,沪深300防守能力,最大回撤排名,贝塔排名,回撤修复排名,年化波动率排名,下行风险排名,防守能力排名
1912780484381945858,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912780484381945858,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912780484381945858,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912780484381945858,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912780484381945858,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1733070253453398017,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.85%,100.00%,9天,16.66%,14.08%,100.00%,--,--,--,--,--,--
1733070253453398017,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,34天,19.18%,16.54%,100.00%,--,--,--,--,--,--
1733070253453398017,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,81天,19.71%,18.07%,100.00%,--,--,--,--,--,--
1733070253453398017,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,346天,19.06%,17.20%,100.00%,--,--,--,--,--,--
1733070253453398017,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-15.50%,100.00%,--,18.05%,14.85%,100.00%,--,--,--,--,--,--
1733070253453398017,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.12%,100.00%,--,--,--,--,--,--
1912778016973565954,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912778016973565954,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912778016973565954,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912778016973565954,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912778016973565954,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912778016973565954,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912782301744508929,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912782301744508929,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912782301744508929,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912782301744508929,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912782301744508929,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912782301744508929,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1773995970223316993,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1773995970223316993,1,自然日,近 2 年,-0.00%,0.00%,--,0.00%,--,100.00%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,5/87名,1/87名,--,1/87名,--,1/87名
1773995970223316993,1,自然日,近 3 年,-0.00%,0.00%,--,0.00%,--,100.00%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,6/87名,1/87名,--,1/87名,--,1/87名
1773995970223316993,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1773995970223316993,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1773995970223316993,1,自然日,成立以来,-1.77%,1.13%,35天,0.88%,1.46%,98.93%,-18.71%,18.42%,693天,13.72%,14.73%,83.66%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,9/85名,2/85名,1/85名,2/85名,2/85名,2/85名
1960954575290806274,1,自然日,近 1 年,-15.20%,39.51%,28天,30.60%,47.33%,70.94%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,4/92名,82/92名,2/92名,83/92名,16/92名,81/92名
1960954575290806274,1,自然日,近 2 年,-15.20%,11.64%,28天,21.42%,47.33%,87.74%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,3/87名,15/87名,2/87名,15/87名,3/87名,14/87名
1960954575290806274,1,自然日,近 3 年,-15.20%,9.00%,28天,17.42%,47.33%,92.15%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,3/87名,11/87名,2/87名,11/87名,3/87名,10/87名
1960954575290806274,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1960954575290806274,1,自然日,今年以来,-3.38%,28.34%,30天,10.19%,6.51%,85.20%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,14/104名,89/104名,10/104名,88/104名,17/104名,86/104名
1960954575290806274,1,自然日,成立以来,-15.20%,19.14%,765天,16.14%,26.52%,84.59%,-40.92%,48.37%,815天,43.89%,31.57%,60.83%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,2/3名,1/3名,1/3名,1/3名,1/3名,1/3名
2001215312185454593,1,自然日,近 1 年,-20.31%,105.56%,--,57.59%,36.23%,40.68%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,3/92名,84/92名,--,84/92名,14/92名,83/92名
2001215312185454593,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001215312185454593,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001215312185454593,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001215312185454593,1,自然日,今年以来,-20.00%,148.45%,3天,44.15%,36.33%,-52.33%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,2/104名,98/104名,2/104名,98/104名,28/104名,98/104名
2001215312185454593,1,自然日,成立以来,-20.31%,65.53%,--,48.74%,36.23%,59.96%,-18.57%,20.72%,385天,15.68%,19.32%,82.45%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,4/88名,12/88名,--,12/88名,10/88名,12/88名
2001217968702418946,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2001217968702418946,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001217968702418946,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001217968702418946,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001217968702418946,1,自然日,今年以来,-7.17%,47.95%,--,15.74%,11.50%,59.80%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,11/104名,90/104名,--,90/104名,18/104名,91/104名
2001217968702418946,1,自然日,成立以来,-17.52%,14.48%,--,25.11%,35.78%,68.89%,-12.93%,38.88%,40天,17.39%,18.43%,65.25%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,8/104名,12/104名,--,23/104名,21/104名,19/104名
208045,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,7天,17.81%,15.54%,100.00%,--,--,--,--,--,--
208045,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,45天,20.43%,19.06%,100.00%,--,--,--,--,--,--
208045,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.61%,100.00%,78天,20.06%,18.11%,100.00%,--,--,--,--,--,--
208045,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,342天,18.80%,17.03%,100.00%,--,--,--,--,--,--
208045,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-4.32%,100.00%,--,14.21%,6.54%,100.00%,--,--,--,--,--,--
208045,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.35%,22.17%,100.00%,--,--,--,--,--,--
1912418907745071105,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912418907745071105,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912418907745071105,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912418907745071105,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912418907745071105,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912418907745071105,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1951130043189211138,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
1951130043189211138,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1951130043189211138,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1951130043189211138,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1951130043189211138,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1951130043189211138,1,自然日,成立以来,-0.00%,0.00%,--,0.00%,--,100.00%,-14.01%,20.49%,77天,12.40%,19.21%,81.60%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,14/93名,2/93名,--,1/93名,--,1/93名
1911667787309428737,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1911667787309428737,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911667787309428737,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911667787309428737,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911667787309428737,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1911667787309428737,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
2001236071293304833,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2001236071293304833,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001236071293304833,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001236071293304833,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001236071293304833,1,自然日,今年以来,-20.00%,148.45%,3天,44.15%,36.33%,-52.33%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,3/104名,97/104名,2/104名,97/104名,27/104名,97/104名
2001236071293304833,1,自然日,成立以来,-22.15%,155.29%,--,41.88%,35.20%,-77.39%,-13.08%,40.27%,40天,17.54%,18.27%,64.96%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,4/102名,26/102名,--,24/102名,19/102名,27/102名
2001210938533015553,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2001210938533015553,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001210938533015553,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001210938533015553,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001210938533015553,1,自然日,今年以来,-13.69%,115.27%,1天,30.53%,26.68%,-25.14%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,4/104名,95/104名,1/104名,96/104名,25/104名,95/104名
2001210938533015553,1,自然日,成立以来,-17.24%,86.31%,--,29.93%,30.89%,-3.58%,-13.08%,40.27%,40天,17.54%,18.27%,64.96%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,8/102名,23/102名,--,23/102名,18/102名,25/102名
2006290324554760194,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2006290324554760194,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2006290324554760194,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2006290324554760194,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2006290324554760194,1,自然日,今年以来,-4.22%,25.15%,--,5.80%,4.85%,72.42%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,13/104名,86/104名,--,85/104名,14/104名,88/104名
2006290324554760194,1,自然日,成立以来,-4.50%,25.77%,--,5.48%,4.45%,69.56%,-12.93%,38.88%,40天,17.39%,18.43%,65.25%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,20/104名,19/104名,--,11/104名,5/104名,18/104名
2005873453636501505,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2005873453636501505,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2005873453636501505,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2005873453636501505,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2005873453636501505,1,自然日,今年以来,-5.25%,27.91%,--,8.30%,6.26%,71.13%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,12/104名,87/104名,--,86/104名,15/104名,89/104名
2005873453636501505,1,自然日,成立以来,-14.19%,49.57%,44天,16.49%,14.44%,52.92%,-13.74%,29.81%,50天,13.89%,18.54%,71.92%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,9/97名,17/97名,5/97名,15/97名,8/97名,18/97名
1960602692785188866,1,自然日,近 1 年,-29.92%,10.90%,--,28.63%,75.20%,63.27%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,2/92名,80/92名,--,81/92名,17/92名,82/92名
1960602692785188866,1,自然日,近 2 年,-29.92%,3.09%,--,20.05%,75.20%,84.51%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,2/87名,13/87名,--,13/87名,4/87名,15/87名
1960602692785188866,1,自然日,近 3 年,-29.92%,2.27%,--,16.31%,75.20%,90.08%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,2/87名,9/87名,--,9/87名,4/87名,11/87名
1960602692785188866,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1960602692785188866,1,自然日,今年以来,-11.24%,88.45%,8天,19.99%,17.01%,2.61%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,6/104名,93/104名,5/104名,91/104名,23/104名,93/104名
1960602692785188866,1,自然日,成立以来,-33.95%,19.57%,77天,17.93%,48.30%,75.30%,-20.10%,18.53%,385天,14.10%,17.78%,82.90%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,2/86名,9/86名,3/86名,10/86名,11/86名,10/86名
2001526798661369858,1,自然日,近 1 年,-10.82%,97.89%,39天,18.97%,16.86%,-4.29%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,6/92名,83/92名,4/92名,80/92名,12/92名,85/92名
2001526798661369858,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001526798661369858,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001526798661369858,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001526798661369858,1,自然日,今年以来,-10.82%,101.43%,14天,21.63%,16.08%,-8.70%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,7/104名,94/104名,8/104名,93/104名,22/104名,94/104名
2001526798661369858,1,自然日,成立以来,-10.82%,99.52%,36天,19.29%,17.84%,-3.02%,-16.81%,24.59%,77天,14.88%,19.21%,77.93%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,10/90名,15/90名,2/90名,13/90名,8/90名,15/90名
2001188925365989377,1,自然日,近 1 年,-39.43%,218.14%,4天,155.70%,34.78%,3.31%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,1/92名,85/92名,1/92名,85/92名,13/92名,84/92名
2001188925365989377,1,自然日,近 2 年,-39.43%,64.20%,4天,109.00%,34.78%,59.22%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,1/87名,16/87名,1/87名,16/87名,1/87名,16/87名
2001188925365989377,1,自然日,近 3 年,-39.43%,49.58%,4天,88.66%,34.78%,73.88%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,1/87名,12/87名,1/87名,12/87名,1/87名,12/87名
2001188925365989377,1,自然日,近 5 年,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,1/2名,1/2名,1/2名,1/2名,1/2名,1/2名
2001188925365989377,1,自然日,今年以来,-39.43%,208.80%,--,60.13%,35.74%,-152.81%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,1/104名,99/104名,--,99/104名,26/104名,99/104名
2001188925365989377,1,自然日,成立以来,-66.63%,77.60%,866天,71.65%,36.63%,37.06%,-66.63%,77.60%,866天,71.65%,36.63%,37.06%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,1/1名,1/1名,1/1名,1/1名,1/1名,1/1名
2001479502632501250,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2001479502632501250,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001479502632501250,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001479502632501250,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001479502632501250,1,自然日,今年以来,-1.33%,4.72%,28天,3.13%,1.68%,91.76%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,17/104名,83/104名,9/104名,83/104名,12/104名,84/104名
2001479502632501250,1,自然日,成立以来,-1.36%,5.45%,28天,2.98%,1.61%,90.59%,-13.08%,40.27%,40天,17.54%,18.27%,64.96%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,21/102名,8/102名,3/102名,8/102名,3/102名,11/102名
1748196797771333633,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-13.49%,100.00%,4天,19.53%,15.88%,100.00%,--,--,--,--,--,--
1748196797771333633,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,--,20.35%,16.93%,100.00%,--,--,--,--,--,--
1748196797771333633,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,24天,17.59%,15.44%,100.00%,--,--,--,--,--,--
1748196797771333633,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,26天,24.12%,25.16%,100.00%,--,--,--,--,--,--
